time,env_condition,Electric UV light,PM Sensor,Motion Detect,Air Q sensor,temperature,humidity,CO reading
1:26:00 am,warm & dry,Off,0.008,Off,0.02,25.7,51,0.005
3:50:00 am,cold & wet,Off,0.005,Off,0.013,22.7,76,0.003
6:14:00 am,warm & dry,Off,0.008,Off,0.02,24.6,50.9,0.005
8:38:00 am,var temp & humid,On,0.007,Off,0.019,28,76.8,0.004
11:02:00 am,warm & dry,Off,0.008,Off,0.02,26.6,50.9,0.005
1:26:00 pm,var temp & humid,On,0.007,Off,0.019,30,57.9,0.004
3:50:00 pm,warm & dry,Off,0.008,Off,0.02,25.6,50.9,0.005
6:14:00 pm,cold & wet,Off,0.005,Off,0.014,23.7,50,0.003
8:38:00 pm,var temp & humid,On,0.007,Off,0.018,29,77.9,0.004
11:02:00 pm,warm & dry,Off,0.008,Off,0.02,24.6,50.9,0.005
1:26:00 am,warm & dry,Off,0.008,Off,0.02,23.6,50.9,0.005
3:50:00 am,var temp & humid,On,0.007,Off,,29,60,0.004
6:14:00 am,warm & dry,Off,0.008,Off,0.02,25.6,50.9,0.005
8:38:00 am,var temp & humid,On,0.007,Off,0.019,29,78,0.004
11:02:00 am,warm & dry,Off,0.008,Off,0.02,26.6,50.9,0.005
1:26:00 pm,cold & wet,Off,0.005,Off,0.014,22.7,75.8,0.003
3:50:00 pm,warm & dry,Off,0.008,Off,0.02,23.6,50.9,0.005
6:14:00 pm,warm & dry,Off,0.008,Off,0.02,26.6,50.9,0.005
8:38:00 pm,var temp & humid,On,0.007,Off,0.019,31,77.9,0.004
11:02:00 pm,warm & dry,Off,0.008,Off,0.02,26.6,50.9,0.005
1:26:00 am,cold & wet,Off,0.005,Off,0.014,22.7,75.8,0.003
3:50:00 am,var temp & humid,On,0.007,Off,0.019,25,77.9,0.004
6:14:00 am,warm & dry,Off,0.008,Off,0.02,26.6,50.8,0.005
8:38:00 am,cold & wet,Off,0.005,Off,0.013,22.7,76,0.003
11:02:00 am,warm & dry,Off,0.008,Off,0.02,25.6,50.9,0.005
1:26:00 pm,cold & wet,Off,0.005,Off,0.013,22.8,76,0.003
3:50:00 pm,var temp & humid,On,0.007,Off,0.019,29,77.9,0.004
6:14:00 pm,warm & dry,Off,0.008,Off,0.02,23.6,50.9,0.005
8:38:00 pm,var temp & humid,On,0.007,Off,0.018,30,78.3,0.004
11:02:00 pm,warm & dry,Off,0.008,Off,0.02,24.6,50.9,0.005
1:26:00 am,cold & wet,Off,0.005,Off,0.014,20.7,75.9,0.003
3:50:00 am,warm & dry,Off,0.008,Off,0.02,23.6,50.9,0.005
6:14:00 am,var temp & humid,On,0.007,Off,0.019,30,78.6,0.004
8:38:00 am,cold & wet,Off,0.005,Off,0.013,22.8,76,0.003
11:02:00 am,warm & dry,Off,0.008,Off,0.02,23.6,50.9,0.005
1:26:00 pm,warm & dry,Off,0.008,Off,0.02,23.7,50.9,0.005
3:50:00 pm,var temp & humid,On,0.007,Off,0.019,28,78.3,0.004
6:14:00 pm,cold & wet,Off,0.005,Off,0.013,20.8,76,0.003
8:38:00 pm,warm & dry,Off,0.008,Off,0.02,26.7,50.9,0.005
11:02:00 pm,var temp & humid,On,0.007,Off,0.019,30,78.2,0.004
1:26:00 am,warm & dry,Off,0.008,Off,0.02,23.6,50.9,0.005
3:50:00 am,cold & wet,Off,0.005,Off,0.014,22.7,75.9,0.003
6:14:00 am,var temp & humid,On,0.007,Off,0.018,28,78.2,0.004
8:38:00 am,warm & dry,Off,0.008,Off,0.02,26.6,50.9,0.005
11:02:00 am,warm & dry,Off,0.008,Off,0.02,24.6,50.9,0.005
1:26:00 pm,var temp & humid,On,0.007,Off,0.019,30,78.4,0.004
3:50:00 pm,cold & wet,Off,0.005,Off,0.013,20.8,76,0.003
6:14:00 pm,warm & dry,Off,0.008,Off,0.02,26.6,50.9,0.005
8:38:00 pm,var temp & humid,On,0.007,Off,0.019,28,78.7,0.004
11:02:00 pm,warm & dry,Off,0.008,Off,0.02,26.6,50.9,0.005
1:26:00 am,cold & wet,Off,0.005,Off,0.013,20.7,75.9,0.003
3:50:00 am,warm & dry,Off,0.008,Off,0.021,25.6,50.9,0.005
6:14:00 am,var temp & humid,On,0.007,Off,0.018,29,78.6,0.004
8:38:00 am,cold & wet,Off,0.005,Off,0.013,21.8,76.2,0.003
11:02:00 am,warm & dry,Off,0.008,Off,0.02,23.6,50.9,0.005
1:26:00 pm,var temp & humid,On,0.007,Off,0.019,30,78.5,0.004
3:50:00 pm,warm & dry,Off,0.008,Off,0.02,24.6,50.9,0.005
6:14:00 pm,cold & wet,Off,0.055,Off,0.014,21.8,76.1,0.003
8:38:00 pm,warm & dry,Off,0.058,Off,0.02,25.6,50.9,0.005
11:02:00 pm,var temp & humid,On,0.057,Off,0.119,29,78.4,0.004
1:26:00 am,warm & dry,Off,0.058,Off,0.1,26.6,50.9,0.005
3:50:00 am,var temp & humid,On,0.057,Off,0.119,28,78.4,0.004
6:14:00 am,cold & wet,Off,0.055,Off,0.113,20.8,76,0.003
8:38:00 am,warm & dry,Off,0.05,Off,0.121,25.7,51,0.005
11:02:00 am,warm & dry,Off,0.058,Off,0.121,24.7,51,0.005
1:26:00 pm,cold & wet,Off,0.055,Off,0.113,20.7,76,0.003
3:50:00 pm,var temp & humid,On,0.057,Off,0.119,30,79.1,0.004
6:14:00 pm,warm & dry,Off,0.058,Off,0.12,25.7,51,0.005
8:38:00 pm,var temp & humid,On,0.057,Off,0.119,30,78.2,0.004
11:02:00 pm,cold & wet,Off,0.055,Off,0.014,23.8,76,0.003
1:26:00 am,warm & dry,Off,0.058,Off,0.02,23.7,50.9,0.005
3:50:00 am,cold & wet,Off,0.055,Off,0.013,22.8,76.2,0.003
6:14:00 am,warm & dry,Off,0.058,Off,0.02,24.6,50.9,0.005
8:38:00 am,var temp & humid,On,0.057,Off,0.018,28,78.3,0.004
11:02:00 am,warm & dry,Off,0.058,Off,0.02,25.6,50.9,0.005
1:26:00 pm,var temp & humid,On,0.057,Off,0.018,31,78.2,0.004
3:50:00 pm,cold & wet,Off,0.055,Off,0.014,20.7,76,0.003
6:14:00 pm,warm & dry,Off,0.058,Off,0.02,26.6,50.8,0.005
8:38:00 pm,var temp & humid,On,0.057,Off,0.019,28,78.2,0.004
11:02:00 pm,cold & wet,Off,0.055,Off,0.013,22.8,76.2,0.003
1:26:00 am,warm & dry,Off,0.058,Off,0.02,25.6,50.8,0.005
3:50:00 am,warm & dry,Off,0.058,Off,0.02,23.6,50.8,0.005
6:14:00 am,cold & wet,Off,0.055,Off,0.013,20.7,76,0.003
8:38:00 am,var temp & humid,On,0.057,Off,0.019,30,78.2,0.004
11:02:00 am,warm & dry,Off,0.058,Off,0.02,24.6,50.9,0.005
1:26:00 pm,warm & dry,Off,0.058,Off,0.02,26.6,50.9,0.005
3:50:00 pm,cold & wet,Off,0.055,Off,0.013,20.8,76.1,0.003
6:14:00 pm,var temp & humid,On,0.057,Off,0.019,31,78.2,0.004
8:38:00 pm,warm & dry,Off,0.05,Off,0.02,23.6,50.9,0.005
11:02:00 pm,cold & wet,Off,0.055,Off,0.013,22.8,76,0.003
1:26:00 am,warm & dry,Off,0.058,Off,0.021,24.7,51,0.005
3:50:00 am,var temp & humid,On,0.057,Off,0.019,29,78.2,
6:14:00 am,cold & wet,Off,0.055,Off,0.013,21.8,76,0.003
8:38:00 am,warm & dry,Off,0.058,Off,0.02,23.7,51,0.005
11:02:00 am,cold & wet,Off,0.055,Off,0.013,21.7,76,0.003
1:26:00 pm,warm & dry,Off,0.058,Off,0.02,24.7,51,0.005
3:50:00 pm,var temp & humid,On,0.057,Off,0.019,31,78,0.004
6:14:00 pm,warm & dry,Off,0.058,Off,0.02,23.6,51,0.005
8:38:00 pm,cold & wet,Off,0.055,Off,0.013,20.8,76.1,0.003
11:02:00 pm,var temp & humid,On,0.057,Off,0.019,28,78,0.004
1:26:00 am,warm & dry,Off,0.058,Off,0.02,24.6,51,0.005
3:50:00 am,cold & wet,Off,0.055,Off,0.013,23.7,76.1,0.003
6:14:00 am,warm & dry,Off,0.058,Off,0.02,23.7,51,0.005
8:38:00 am,warm & dry,Off,0.058,Off,0.02,23.6,51,0.005
11:02:00 am,var temp & humid,On,0.057,Off,0.019,28,78,0.004
1:26:00 pm,cold & wet,Off,0.055,Off,0.013,21.7,76.1,0.003
3:50:00 pm,warm & dry,Off,0.058,Off,0.02,23.7,51,0.005
6:14:00 pm,cold & wet,Off,0.055,Off,0.013,20.7,76.1,0.003
8:38:00 pm,var temp & humid,On,0.057,Off,0.019,28,78,0.004
11:02:00 pm,warm & dry,Off,0.008,Off,0.021,26.7,51,0.005
1:26:00 am,cold & wet,Off,0.005,Off,0.013,21.8,76.1,0.003
3:50:00 am,var temp & humid,On,0.007,Off,0.018,31,77.9,0.004
6:14:00 am,warm & dry,Off,0.008,Off,0.021,24.6,51,0.005
8:38:00 am,cold & wet,Off,0.005,Off,0.013,23.7,76.1,0.003
11:02:00 am,warm & dry,Off,0.008,Off,0.02,25.6,51,0.005
1:26:00 pm,var temp & humid,On,0.007,Off,0.019,29,77.9,0.004
3:50:00 pm,warm & dry,Off,0.008,Off,0.02,23.7,51,0.005
6:14:00 pm,cold & wet,Off,0.005,Off,0.013,22.8,76.1,0.003
8:38:00 pm,warm & dry,Off,0.008,Off,0.02,24.7,51,0.005
11:02:00 pm,var temp & humid,On,0.007,Off,0.019,28,78,0.004
1:26:00 am,warm & dry,Off,0.008,Off,0.02,24.7,51,0.005
3:50:00 am,cold & wet,Off,0.005,Off,0.013,22.8,76.2,0.003
6:14:00 am,var temp & humid,On,0.007,Off,0.019,31,77.9,0.004
8:38:00 am,warm & dry,Off,0.008,Off,0.02,26.6,51,0.005
11:02:00 am,cold & wet,Off,0.005,Off,0.013,22.7,76.2,0.003
1:26:00 pm,warm & dry,Off,0.008,Off,0.021,26.6,51,0.005
3:50:00 pm,cold & wet,Off,0.005,Off,0.013,22.8,76.2,0.003
6:14:00 pm,warm & dry,Off,0.008,Off,0.02,23.7,51,0.005
8:38:00 pm,warm & dry,Off,0.008,Off,0.02,25.6,51,0.005
11:02:00 pm,var temp & humid,On,0.007,Off,0.019,31,77.9,0.004
1:26:00 am,cold & wet,Off,0.005,Off,0.013,20.8,76.9,0.003
3:50:00 am,warm & dry,Off,0.008,Off,0.021,26.6,50.9,0.005
6:14:00 am,cold & wet,Off,0.005,Off,0.013,20.8,76.2,0.003
8:38:00 am,warm & dry,Off,0.008,Off,0.021,23.6,50.9,0.005
11:02:00 am,cold & wet,Off,0.005,Off,0.013,23.7,76.2,0.003
1:26:00 pm,warm & dry,Off,0.008,Off,0.021,26.7,51,0.005
3:50:00 pm,var temp & humid,On,0.007,Off,0.018,30,77.8,0.004
6:14:00 pm,warm & dry,Off,0.008,Off,0.02,23.7,51,0.005
8:38:00 pm,cold & wet,Off,0.005,Off,0.013,21.7,76.2,0.003
11:02:00 pm,warm & dry,Off,0.008,Off,0.021,23.7,51,0.005
1:26:00 am,var temp & humid,On,0.007,Off,0.019,31,77.8,0.004
3:50:00 am,warm & dry,Off,0.008,Off,0.021,26.7,51,0.005
6:14:00 am,warm & dry,Off,0.008,Off,0.021,24.7,51,0.005
8:38:00 am,cold & wet,Off,0.005,Off,0.013,22.7,76.4,0.003
11:02:00 am,var temp & humid,On,0.007,Off,0.018,28,77.8,0.004
1:26:00 pm,warm & dry,Off,0.008,Off,0.021,25.7,51,0.005
3:50:00 pm,cold & wet,Off,0.005,Off,0.013,23.7,76.3,0.003
6:14:00 pm,var temp & humid,On,0.007,Off,0.019,31,77.8,0.004
8:38:00 pm,warm & dry,Off,0.008,Off,0.021,23.7,51,0.005
11:02:00 pm,warm & dry,Off,,Off,0.021,26.7,51,0.005
1:26:00 am,var temp & humid,On,0.00691163,Off,0.018,29,78.9,0.004
3:50:00 am,warm & dry,Off,0.007729584,Off,0.021,25.7,51,0.005
6:14:00 am,cold & wet,Off,0.005198697,Off,0.014,23.7,76.1,0.003
8:38:00 am,warm & dry,Off,0.00769079,Off,0.021,26.7,51,0.005
11:02:00 am,var temp & humid,On,0.007079184,Off,0.019,28,77.9,0.004
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.8,76.1,0.003
3:50:00 pm,warm & dry,Off,0.007689234,Off,0.021,26.7,51,0.005
6:14:00 pm,var temp & humid,On,0.007037249,Off,0.019,31,77.9,0.004
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,23.7,76.1,0.003
11:02:00 pm,warm & dry,Off,0.007679592,Off,0.02,25.7,51,0.005
1:26:00 am,warm & dry,Off,0.007744104,Off,0.021,24.6,51,0.005
3:50:00 am,cold & wet,Off,0.005052672,Off,0.013,20.7,76.1,0.003
6:14:00 am,var temp & humid,On,0.007154892,Off,0.019,30,77.9,0.005
8:38:00 am,warm & dry,Off,0.007663577,Off,0.02,26.6,51,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,22.7,76.1,0.003
1:26:00 pm,var temp & humid,On,0.007079184,Off,0.019,28,78,0.004
3:50:00 pm,warm & dry,Off,0.00767798,Off,0.02,24.6,51,0.005
6:14:00 pm,warm & dry,Off,0.007661969,Off,0.02,23.6,51,0.005
8:38:00 pm,warm & dry,Off,0.007700449,Off,0.021,24.7,51,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.8,76,0.003
1:26:00 am,warm & dry,Off,0.007698923,Off,0.021,25.7,51,0.005
3:50:00 am,var temp & humid,On,0.007009459,Off,0.019,31,78,0.004
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,23.8,76.2,0.003
8:38:00 am,warm & dry,Off,0.007668355,Off,0.02,26.7,51,0.005
11:02:00 am,var temp & humid,On,0.006952255,Off,0.018,28,78,0.004
1:26:00 pm,warm & dry,Off,0.007654231,Off,0.02,23.7,51,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.7,76,0.003
6:14:00 pm,warm & dry,Off,0.007706873,Off,0.021,23.7,51,0.005
8:38:00 pm,var temp & humid,On,0.007088583,Off,0.019,31,78.2,0.004
11:02:00 pm,cold & wet,Off,0.005166923,Off,0.013,23.7,76,0.003
1:26:00 am,warm & dry,Off,0.007679592,Off,0.02,26.7,51,0.005
3:50:00 am,var temp & humid,On,0.007126334,Off,0.019,30,78.2,0.004
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,21.7,76,0.003
8:38:00 am,warm & dry,Off,0.007684487,Off,0.021,23.7,51,0.005
11:02:00 am,var temp & humid,On,0.007065172,Off,0.019,30.1,78.3,0.004
1:26:00 pm,warm & dry,Off,0.007686042,Off,0.021,24.7,51,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.8,76,0.003
6:14:00 pm,warm & dry,Off,0.007666805,Off,0.02,25.7,51,0.005
8:38:00 pm,var temp & humid,On,0.006925101,Off,0.018,28,78.2,0.004
11:02:00 pm,warm & dry,Off,0.007703672,Off,0.021,26.7,51,0.005
1:26:00 am,cold & wet,Off,0.005052672,Off,0.013,20.8,75.8,0.003
3:50:00 am,var temp & humid,On,0.006893641,Off,0.018,31,78.1,0.004
6:14:00 am,warm & dry,Off,0.007698891,Off,0.021,25.7,51,0.005
8:38:00 am,var temp & humid,On,0.006952255,Off,0.018,30.1,78.2,0.004
11:02:00 am,warm & dry,Off,0.007662061,Off,0.02,26.7,51.1,0.005
1:26:00 pm,warm & dry,Off,0.007661969,Off,0.02,25.7,51.1,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,23.8,75.4,0.003
6:14:00 pm,var temp & humid,On,0.007088583,Off,0.019,28,78.1,0.004
8:38:00 pm,warm & dry,Off,0.007697204,Off,0.021,26.7,51.1,0.005
11:02:00 pm,var temp & humid,On,0.006952255,Off,0.018,28,78.1,0.004
1:26:00 am,warm & dry,Off,0.007689266,Off,0.021,25.7,51,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,22.8,75.5,0.003
6:14:00 am,warm & dry,Off,0.007706873,Off,0.021,25.7,51,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,22.8,75.6,0.003
11:02:00 am,warm & dry,Off,0.007692454,Off,0.021,24.7,51.1,0.005
1:26:00 pm,warm & dry,Off,0.007705313,Off,0.021,23.7,51.1,
3:50:00 pm,warm & dry,Off,0.007714973,Off,0.021,23.6,51,0.005
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.8,75.6,0.003
8:38:00 pm,var temp & humid,On,0.006963631,Off,0.018,31,78.1,0.004
11:02:00 pm,warm & dry,Off,0.007716556,Off,0.021,25.7,51.1,0.005
1:26:00 am,cold & wet,Off,0.005114383,Off,0.013,22.8,75.6,0.003
3:50:00 am,var temp & humid,On,0.007009459,Off,0.019,31,78,0.004
6:14:00 am,warm & dry,Off,0.007689234,Off,0.021,24.7,51.1,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,23.8,75.6,0.003
11:02:00 am,var temp & humid,On,0.006952255,Off,0.018,29,78,0.004
1:26:00 pm,warm & dry,Off,0.007697204,Off,0.021,24.7,51.1,0.005
3:50:00 pm,cold & wet,Off,0.005052672,Off,0.013,23.8,75.8,0.003
6:14:00 pm,warm & dry,Off,0.007679592,Off,0.02,25.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.004991855,Off,0.013,22.8,75.6,0.003
11:02:00 pm,warm & dry,Off,0.007705313,Off,0.021,25.7,51.1,0.005
1:26:00 am,var temp & humid,On,0.006952255,Off,0.018,28,78,0.004
3:50:00 am,warm & dry,Off,0.007694031,Off,0.021,24.6,51.1,0.005
6:14:00 am,var temp & humid,On,0.00690707,Off,0.018,29,78,0.004
8:38:00 am,warm & dry,Off,0.007723043,Off,0.021,25.6,51.1,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,22.8,75.5,0.003
1:26:00 pm,warm & dry,Off,0.007661969,Off,0.02,26.6,51.1,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.8,75.3,0.003
6:14:00 pm,var temp & humid,On,0.006952255,Off,0.018,29,78.2,0.004
8:38:00 pm,warm & dry,Off,0.007663727,Off,0.02,24.7,51.1,0.005
11:02:00 pm,warm & dry,Off,0.007679592,Off,0.02,25.6,51.1,0.005
1:26:00 am,cold & wet,Off,0.005114383,Off,0.013,21.7,75.2,0.003
3:50:00 am,var temp & humid,On,0.007065172,Off,0.019,28,78.4,0.004
6:14:00 am,warm & dry,Off,0.007710122,Off,0.021,26.6,51.1,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,21.8,75.3,0.003
11:02:00 am,warm & dry,Off,0.007697204,Off,0.021,24.7,51.2,0.005
1:26:00 pm,var temp & humid,On,0.006952255,Off,0.018,29,78.5,0.004
3:50:00 pm,warm & dry,Off,0.007684382,Off,0.021,25.7,51.2,0.005
6:14:00 pm,warm & dry,Off,0.007650913,Off,0.02,25.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.7,75.2,0.003
11:02:00 pm,var temp & humid,On,0.006986559,Off,0.019,29,78.5,0.004
1:26:00 am,warm & dry,Off,0.00768755,Off,0.021,24.6,51.1,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,21.8,75.2,0.003
6:14:00 am,warm & dry,Off,0.00768755,Off,0.021,25.6,51.1,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,23.8,75.3,0.003
11:02:00 am,var temp & humid,On,0.006963631,Off,0.018,30,78.5,0.004
1:26:00 pm,warm & dry,Off,0.007694031,Off,0.021,26.6,51.1,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.7,75.2,0.003
6:14:00 pm,warm & dry,Off,0.00769079,Off,0.021,25.6,51.1,0.005
8:38:00 pm,var temp & humid,On,0.006952255,Off,0.018,31,78.3,0.004
11:02:00 pm,warm & dry,Off,0.007674747,Off,0.02,26.6,51.1,0.005
1:26:00 am,cold & wet,Off,0.005114383,Off,0.013,21.7,75.2,0.003
3:50:00 am,var temp & humid,On,0.006981918,Off,0.019,29,78.8,0.004
6:14:00 am,warm & dry,Off,0.00769079,Off,0.021,23.6,51.1,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,23.7,75.2,0.003
11:02:00 am,warm & dry,Off,0.00768762,Off,0.021,26.6,51.1,0.005
1:26:00 pm,warm & dry,Off,0.007669964,Off,0.02,25.6,51.1,0.005
3:50:00 pm,var temp & humid,On,0.006972767,Off,0.018,29,79.3,0.004
6:14:00 pm,warm & dry,Off,0.007700449,Off,0.021,25.6,51.1,0.005
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.7,75.1,0.003
11:02:00 pm,var temp & humid,On,,Off,0.018,30,79.1,0.004
1:26:00 am,warm & dry,Off,0.007657197,Off,0.02,26.6,51.1,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,21.7,75.1,0.003
6:14:00 am,warm & dry,Off,0.007690836,Off,0.021,25.6,51.1,
8:38:00 am,var temp & humid,On,0.006954528,Off,0.018,29,78.8,0.004
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,22.7,75.1,0.003
1:26:00 pm,warm & dry,Off,0.007684382,Off,0.021,26.6,51,0.005
3:50:00 pm,warm & dry,Off,0.007694031,Off,0.021,24.6,51,0.005
6:14:00 pm,var temp & humid,On,0.006954528,Off,0.018,30,78.3,0.004
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.7,75,0.003
11:02:00 pm,warm & dry,Off,0.007682828,Off,0.021,24.6,50.9,0.005
1:26:00 am,var temp & humid,On,0.007000264,Off,0.019,28,78.7,0.004
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,23.7,75,0.003
6:14:00 am,warm & dry,Off,0.007700449,Off,0.021,23.6,50.9,0.005
8:38:00 am,var temp & humid,On,0.006943189,Off,0.018,31,78.2,0.004
11:02:00 am,warm & dry,Off,0.007681145,Off,0.02,24.6,50.7,0.005
1:26:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.7,75.1,0.003
3:50:00 pm,warm & dry,Off,0.00769079,Off,0.021,24.6,50.5,0.005
6:14:00 pm,var temp & humid,On,0.006952255,Off,0.018,29,78,0.004
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.7,75.1,0.003
11:02:00 pm,warm & dry,Off,0.007684382,Off,0.021,25.6,50.4,0.005
1:26:00 am,var temp & humid,On,0.006952255,Off,0.018,31,78,0.004
3:50:00 am,warm & dry,Off,0.007657197,Off,0.02,25.6,50.3,0.005
6:14:00 am,cold & wet,Off,0.005114383,Off,0.013,22.7,75.2,0.003
8:38:00 am,var temp & humid,On,0.006952255,Off,0.018,29,78,0.004
11:02:00 am,warm & dry,Off,0.007663609,Off,0.02,25.6,50.2,0.005
1:26:00 pm,cold & wet,Off,0.004991855,Off,0.013,23.7,75.2,0.003
3:50:00 pm,warm & dry,Off,0.007686136,Off,0.021,23.6,50.1,0.005
6:14:00 pm,var temp & humid,On,0.00690707,Off,0.018,28,78,0.004
8:38:00 pm,warm & dry,Off,0.007663577,Off,0.02,26.6,50,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,22.7,75.1,0.003
1:26:00 am,warm & dry,Off,0.007668355,Off,0.02,24.6,50,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,23.7,75.2,0.003
6:14:00 am,var temp & humid,On,0.00690707,Off,0.018,28,78,0.004
8:38:00 am,warm & dry,Off,0.007673195,Off,0.02,26.5,49.9,0.005
11:02:00 am,warm & dry,Off,,Off,0.02,26.5,49.9,0.005
1:26:00 pm,var temp & humid,On,0.00690707,Off,0.018,29,78,0.004
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,23.7,75.2,0.003
6:14:00 pm,warm & dry,Off,0.007668355,Off,0.02,25.5,49.7,0.005
8:38:00 pm,var temp & humid,On,0.006902628,Off,0.018,28,78,0.004
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,21.7,75.2,0.003
1:26:00 am,warm & dry,Off,0.00767798,Off,0.02,24.5,49.7,0.005
3:50:00 am,cold & wet,Off,0.004991855,Off,0.013,23.7,75.2,0.003
6:14:00 am,warm & dry,Off,0.007700449,Off,0.021,24.5,49.7,0.005
8:38:00 am,var temp & humid,On,0.00690707,Off,0.018,29,78.1,0.004
11:02:00 am,warm & dry,Off,0.007666805,Off,0.02,24.5,49.6,0.005
1:26:00 pm,var temp & humid,On,0.00690707,Off,0.018,31,78.1,0.004
3:50:00 pm,warm & dry,Off,0.00767798,Off,0.02,25.5,49.5,0.005
6:14:00 pm,var temp & humid,On,0.006840238,Off,0.018,31,78.1,0.004
8:38:00 pm,warm & dry,Off,0.007676358,Off,0.02,24.5,49.5,0.005
11:02:00 pm,warm & dry,Off,0.007673195,Off,0.02,23.5,49.5,0.005
1:26:00 am,warm & dry,Off,0.00767798,Off,0.02,24.5,49.6,0.005
3:50:00 am,cold & wet,Off,0.005114383,Off,0.013,22.7,74.9,0.003
6:14:00 am,var temp & humid,On,0.006880243,Off,0.018,29,78.1,0.004
8:38:00 am,warm & dry,Off,0.007669964,Off,0.02,25.4,49.6,0.005
11:02:00 am,cold & wet,Off,0.005114383,Off,0.013,23.7,75,0.003
1:26:00 pm,warm & dry,Off,0.007695647,Off,0.021,25.5,49.7,0.005
3:50:00 pm,cold & wet,Off,0.005114383,Off,0.013,23.7,74.8,0.003
6:14:00 pm,var temp & humid,On,0.006866877,Off,0.018,30,78,0.004
8:38:00 pm,warm & dry,Off,0.007684382,Off,0.021,24.5,49.6,0.005
11:02:00 pm,var temp & humid,On,0.00690707,Off,0.018,29,78,0.004
1:26:00 am,warm & dry,Off,0.007674747,Off,0.02,25.4,49.5,0.005
3:50:00 am,cold & wet,Off,0.005052672,Off,0.013,22.7,74.9,0.003
6:14:00 am,var temp & humid,On,0.00690707,Off,0.018,30,78,0.004
8:38:00 am,warm & dry,Off,0.007706873,Off,0.021,25.5,49.5,0.005
11:02:00 am,warm & dry,Off,0.007690895,Off,0.021,24.4,49.4,0.005
1:26:00 pm,cold & wet,Off,0.005052672,Off,0.013,23.7,74.8,
3:50:00 pm,var temp & humid,On,0.00690707,Off,0.018,28,77.9,0.004
6:14:00 pm,warm & dry,Off,0.007684382,Off,0.021,24.4,49.4,0.005
8:38:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.7,74.8,0.003
11:02:00 pm,warm & dry,Off,0.007726301,Off,0.021,26.4,49.3,0.005
1:26:00 am,cold & wet,Off,0.005114383,Off,0.013,22.7,74.9,0.003
3:50:00 am,var temp & humid,On,0.006916078,Off,0.018,29,77.8,0.004
6:14:00 am,warm & dry,Off,0.007695647,Off,0.021,24.4,49.3,0.005
8:38:00 am,cold & wet,Off,0.005114383,Off,0.013,20.7,74.8,0.003
11:02:00 am,warm & dry,Off,0.007700449,Off,0.021,25.4,49.3,0.005
1:26:00 pm,var temp & humid,On,0.006943189,Off,0.018,28,77.8,0.004
3:50:00 pm,warm & dry,Off,0.007658803,Off,0.02,26.4,49.2,0.005
6:14:00 pm,cold & wet,Off,0.005114383,Off,0.013,20.6,74.7,0.003
8:38:00 pm,warm & dry,Off,0.00767798,Off,0.02,26.4,49.1,0.005
11:02:00 pm,cold & wet,Off,0.005114383,Off,0.013,23.7,74.7,0.003
1:26:00 am,var temp & humid,On,0.006925101,Off,0.018,31,77.7,0.004
3:50:00 am,warm & dry,Off,0.007669964,Off,0.02,24.4,49.2,0.005
6:14:00 am,warm & dry,Off,0.007686042,Off,0.021,23.4,49.2,0.005
8:38:00 am,var temp & humid,On,0.006952255,Off,0.018,28,77.6,0.004
11:02:00 am,warm & dry,Off,0.007668355,Off,0.02,26.4,49.3,0.005
